month,key,id,entity,shipper_price,distance,pickup_date,pickup_lat,pickup_lng,dropoff_lat,dropoff_lng,number_of_addresses,median_duration_days
"November 1, 2025",shp85b6d0cd4eaa0dc6,5674584,Maersk,"2,900","1,391.05","November 18, 2025, 10:30 PM",27.01,49.6,21.48,39.17,2,3
"November 1, 2025",shp88189a063e67e618,1636716,SABIC - Maersk Arabia,"2,000","1,176.97","November 16, 2025, 4:00 PM",23.99,38.22,24.22,47.65,2,3
"September 1, 2025",shp1fc770a67e172ee9,4245422,Maersk,"2,000",897.02,"September 14, 2025, 3:00 PM",23.99,38.26,25.59,45.62,2,2
"December 1, 2025",shp9cdd427c9d2034be,2836287,THABAT CONSTRACTION COMPANY LTD,"3,800",851.08,"December 27, 2025, 8:00 AM",24.5,39.71,24.95,46.84,2,2
"December 1, 2025",shp35ec5c32f155abc3,8991661,SABIC - Maersk Arabia,"3,100","1,470.95","December 25, 2025, 12:00 PM",24.05,38.26,26.25,49.99,2,3
"December 1, 2025",shp5e0137be0f10d5d4,7713468,THABAT CONSTRACTION COMPANY LTD,"3,800",851.08,"December 26, 2025, 8:00 AM",24.5,39.71,24.95,46.84,2,2
"September 1, 2025",shp5c0ae2a4790e1fa7,9055830,Maersk,"2,000",897.02,"September 14, 2025, 3:00 PM",23.99,38.26,25.59,45.62,2,2
"January 1, 2026",shp12f7a9de935ca9a4,9112859,SAVOLA - Afia,"2,200","1,342.24","January 7, 2026, 8:00 AM",21.43,39.23,26.42,50.09,2,3
"January 1, 2026",shp148928d1a15e5272,7500022,SAVOLA - Afia,"1,790",940.36,"January 8, 2026, 12:00 PM",21.43,39.23,24.71,46.68,2,2
"January 1, 2026",shp14dece70079dd4df,7558412,Maersk PLF,"2,900","1,400.43","January 8, 2026, 10:30 PM",27.01,49.59,21.48,39.17,2,3
"October 1, 2025",shp2c31f13344f98168,6967881,WANG KANG CERAMICS,"1,650","1,040.87","October 7, 2025, 6:30 PM",24,38.27,24.71,46.68,2,2
"October 1, 2025",shp27ca2341c71544b8,6695526,WANG KANG CERAMICS,"1,800","1,441.14","October 6, 2025, 5:00 PM",24,38.27,26.43,50.1,2,3
"November 1, 2025",shp68c2fcb87f379c4d,1141157,Maersk,"2,900","1,391.05","November 18, 2025, 10:30 PM",27.01,49.6,21.48,39.17,2,3
"November 1, 2025",shp9eecc60766a1c447,7670845,AJEX,"2,800","1,450.75","November 18, 2025, 8:00 AM",26.42,50.19,22.48,39.14,2,2
"November 1, 2025",shp49a7c15199d58088,6297925,Maersk,"2,900","1,391.05","November 18, 2025, 10:30 PM",27.01,49.6,21.48,39.17,2,3
"October 1, 2025",shp5ce3f49781a2aa4e,9250917,Maersk,"3,660","1,467.99","October 5, 2025, 5:00 PM",26.89,49.49,21.28,39.19,3,3
"October 1, 2025",shpac402e2e96e9a872,8178301,WANG KANG CERAMICS,"1,650","1,040.87","October 7, 2025, 5:30 PM",24,38.27,24.71,46.68,2,2
"January 1, 2026",shp1f6a8129ac0f5246,8507511,AJEX,"3,900","1,145.76","January 6, 2026, 8:00 AM",24.24,47.38,17.66,42.08,2,3
"November 1, 2025",shp2f08d502bf7a09a1,4228299,"Al Zamil Industry, Trade, and Transport","1,411.76","1,002.09","November 18, 2025, 8:00 AM",21.1,39.33,25,46.56,2,3
"October 1, 2025",shpcfa945828b89d62,3105939,Delmon,"1,000",64.75,"October 6, 2025, 11:30 PM",24.88,47.01,24.59,46.87,2,1
"November 1, 2025",shp32dbf12893c979d,3195254,Maersk,"2,900","1,391.05","November 18, 2025, 10:30 PM",27.01,49.6,21.48,39.17,2,3
"November 1, 2025",shp2d8d1b7803a418a0,1929261,Maersk,"2,900","1,391.05","November 18, 2025, 10:30 PM",27.01,49.6,21.48,39.17,2,3
"November 1, 2025",shpbae74cf90438ec5,3032738,Maersk,"2,900","1,391.05","November 18, 2025, 10:30 PM",27.01,49.6,21.48,39.17,2,3
"November 1, 2025",shpd6f108b05cebd2e3,1579220,Maersk,"2,900","1,391.05","November 18, 2025, 10:30 PM",27.01,49.6,21.48,39.17,2,3
"October 1, 2025",shp43a240ccb4c5ffa8,9265946,Yaqout Ceramic Co LTD,"1,800","1,442.13","October 6, 2025, 5:00 PM",23.99,38.27,26.43,50.1,2,3
"November 1, 2025",shpdd2f5af073121d92,3896780,Maersk,"2,900","1,391.05","November 18, 2025, 10:30 PM",27.01,49.6,21.48,39.17,2,3
"November 1, 2025",shpffc8d3b6065c87da,5184209,Maersk,"2,900","1,391.05","November 18, 2025, 10:30 PM",27.01,49.6,21.48,39.17,2,3
"January 1, 2026",shp268f29b6ca51e596,7386870,Maersk PLF,"2,900","1,400.43","January 7, 2026, 10:30 PM",27.01,49.59,21.48,39.17,2,3
"October 1, 2025",shp1965146bd0c08cf6,4627626,Maersk,"2,000","1,510.22","October 3, 2025, 9:00 AM",24.05,38.25,26.96,49.64,2,3
"October 1, 2025",shp49ec040c9da6bd41,1327515,Maersk,"2,000","1,510.22","October 3, 2025, 9:00 AM",24.05,38.25,26.96,49.64,2,3
"November 1, 2025",shp514c8fe9d1215d7e,4202024,"Al Zamil Industry, Trade, and Transport","1,411.76","1,002.09","November 18, 2025, 12:30 PM",21.1,39.33,25,46.56,2,3
"January 1, 2026",shp2e9c1c46276351a3,8774663,Maersk PLF,"2,900","1,400.43","January 7, 2026, 10:30 PM",27.01,49.59,21.48,39.17,2,3
"November 1, 2025",shp61f70c846818d676,5731732,Demas United Trading Company,"2,400","1,003.08","November 18, 2025, 2:00 PM",24.65,46.74,21.28,39.19,3,3
"January 1, 2026",shp3e54a0e23306a683,5007210,Maersk PLF,"2,900","1,400.43","January 10, 2026, 10:30 PM",27.01,49.59,21.48,39.17,2,3
"November 1, 2025",shp139500901796bcd9,8846841,AJEX,900,158.01,"November 15, 2025, 8:00 AM",22.48,39.14,21.31,39.16,2,2
"October 1, 2025",shpdd8329ff8e50f6ba,5032635,Demas United Trading Company,"2,000","1,360.03","October 6, 2025, 11:30 PM",21.44,39.21,26.39,50.15,3,3
"January 1, 2026",shp44fb02628a9832b4,6143632,Maersk PLF,"2,900","1,400.43","January 9, 2026, 10:30 PM",27.01,49.59,21.48,39.17,2,3
"January 1, 2026",shp47c3738e4bffd41a,7799230,Al Bassami - Sugar,"1,700",946.75,"January 8, 2026, 8:00 AM",21.41,39.24,24.63,46.73,2,3
"October 1, 2025",shp4afaa841258366fa,4531615,Yaqout Ceramic Co LTD,"1,650","1,071.64","October 6, 2025, 6:30 PM",23.99,38.27,24.55,46.82,2,2
"October 1, 2025",shpba017c8d6a9dfe53,6421703,Binzagr Logistics Company,"1,895",976.99,"October 7, 2025, 9:00 AM",21.11,39.25,24.62,46.86,2,2
"November 1, 2025",shpb71339ce568b9a50,3992945,Unilever - Maersk Arabia,"1,700",964.24,"November 18, 2025, 8:00 AM",21.48,39.17,24.62,46.86,2,2
"November 1, 2025",shp69fa94a4318bdb04,4546297,AJEX,"2,800","1,450.75","November 18, 2025, 8:00 AM",26.42,50.19,22.48,39.14,2,2
"December 1, 2025",shpcb7bd68d962eb509,5755177,Binzagr Logistics Company,"2,800","1,387.68","December 26, 2025, 8:00 AM",25.93,49.95,21.44,39.34,2,3
"October 1, 2025",shpc73922722a5e3fc0,2832724,Maersk,"2,000","1,510.48","October 4, 2025, 11:30 PM",24.05,38.25,26.96,49.64,2,3
"November 1, 2025",shpea66034ca52ceab0,7507538,Expertise,"1,300",34.03,"November 17, 2025, 8:00 AM",24.71,46.68,24.95,46.71,2,1.5
"November 1, 2025",shpcd1b0c8ec1beabe9,9498509,Maersk,"2,900","1,391.05","November 17, 2025, 10:30 PM",26.96,49.64,21.48,39.17,2,3
"December 1, 2025",shp666655f8b26162b3,9669032,WARAQ,"4,900","1,564.1","December 25, 2025, 8:00 AM",26.25,49.97,17.06,42.9,2,4
"January 1, 2026",shpf742b9383230f06c,3194635,Saudi Demo,100,"1,408.82","January 2, 2026, 8:00 AM",26.97,49.63,21.69,39.11,2,6
"January 1, 2026",shp6948f03059583ebf,8341462,SAVOLA - Afia,"2,200","1,342.24","January 7, 2026, 8:00 AM",21.43,39.23,26.42,50.09,2,3
"January 1, 2026",shp6b7fb6c9a8d54ba1,7990214,Maersk PLF,"2,900","1,400.43","January 10, 2026, 10:30 PM",27.01,49.59,21.48,39.17,2,3
"January 1, 2026",shpb472f3ad1a6a7181,2622929,Advance Pipe,"3,940","1,714.92","January 13, 2026, 8:00 AM",26.28,49.96,26.74,36.11,2,2.5
"December 1, 2025",shp23d20ce41b44d3f6,7211406,Al Barrak Logistics,"1,200",175.41,"December 25, 2025, 6:00 PM",22.77,39.07,22.7,39.06,3,1
"January 1, 2026",shp6c2d7247b1e7c6d4,5279388,Maersk PLF,"2,900","1,400.43","January 7, 2026, 10:30 PM",27.01,49.59,21.48,39.17,2,3
"January 1, 2026",shp6cd33f2a1d570887,6352820,Maersk PLF,"2,900","1,400.43","January 7, 2026, 10:30 PM",27.01,49.59,21.48,39.17,2,3
"December 1, 2025",shp7238b8d6e01fcf9a,4172429,Maersk Hub,800,171.08,"December 4, 2025, 10:30 PM",21.3,39.15,22.53,39.12,2,1
"January 1, 2026",shp7a412954f40fba6c,2960153,Maersk PLF,"2,900","1,400.43","January 7, 2026, 10:30 PM",27.01,49.59,21.48,39.17,2,3
"January 1, 2026",shp7ca934b833c5f4cf,7789164,SABIC - Maersk Arabia,"2,000","1,143.15","January 6, 2026, 10:30 PM",23.99,38.24,24.15,47.34,2,3
"October 1, 2025",shpe6660ff9b545acf9,6257369,Binzagr Logistics Company,"2,850","1,047.7","October 7, 2025, 12:30 AM",22.5,39.13,24.62,46.86,2,2
"October 1, 2025",shpf20de501936ecb87,8685385,Amazon,"2,289",965.57,"October 7, 2025, 9:30 AM",24.61,46.85,21.49,39.16,2,4
"October 1, 2025",shp9126e9045a492289,1673418,SABIC - Maersk Arabia,"3,100","1,444.39","October 7, 2025, 3:00 PM",23.99,38.22,26.4,50.11,2,3
"January 1, 2026",shp8244fe6f3bd35b92,5830519,Maersk PLF,"2,900","1,400.43","January 10, 2026, 10:30 PM",27.01,49.59,21.48,39.17,2,3
"September 1, 2025",shp30dfea2ec86082a,2514744,Hapag-Lloyd AG,310,33.55,"September 29, 2025, 2:00 PM",21.31,39.15,21.48,39.18,3,1
"September 1, 2025",shpbf0110964934107d,9713644,Hapag-Lloyd AG,310,33.55,"September 29, 2025, 2:00 PM",21.31,39.15,21.48,39.18,3,1
"September 1, 2025",shp16d45d7048197da,4445761,Hapag-Lloyd AG,310,33.55,"September 29, 2025, 2:00 PM",21.31,39.15,21.48,39.18,3,1
"November 1, 2025",shp209010feabbc8b95,7913189,Saudi Paper Manufacturing SPM,"2,600","1,342.37","November 18, 2025, 4:00 PM",26.26,49.98,21.5,39.2,2,3
"September 1, 2025",shp65c6679a15829e3f,4934352,Hapag-Lloyd AG,310,33.55,"September 29, 2025, 2:00 PM",21.31,39.15,21.48,39.18,3,1
"September 1, 2025",shp90301db9440507e2,9079691,Hapag-Lloyd AG,310,33.55,"September 29, 2025, 2:00 PM",21.31,39.15,21.48,39.18,3,1
"September 1, 2025",shpef76c4c42310c30c,8289820,Hapag-Lloyd AG,310,33.55,"September 29, 2025, 2:00 PM",21.31,39.15,21.48,39.18,3,1
"December 1, 2025",shp94ff52c34db97b51,3955694,Binzagr Logistics Company,"2,600","1,077.19","December 24, 2025, 8:00 AM",25.93,49.95,27.51,41.72,2,2
"September 1, 2025",shp4c4ac8db993d027d,9919080,Hapag-Lloyd AG,310,33.55,"September 29, 2025, 2:00 PM",21.31,39.15,21.48,39.18,3,1
"September 1, 2025",shp5974b2491fbcb98e,9271315,Hapag-Lloyd AG,310,33.55,"September 29, 2025, 2:00 PM",21.31,39.15,21.48,39.18,3,1
"September 1, 2025",shp18a532a03701eff3,8660727,Globelink West Star Shipping LLC,"2,150",641.3,"September 7, 2025, 2:00 PM",21.4,39.2,21.33,39.19,3,2
"September 1, 2025",shp6a649ab01a953d81,1761608,Maersk Arabia Logistics Co,800,223.71,"September 18, 2025, 11:00 PM",21.42,39.19,22.53,39.09,3,1
"September 1, 2025",shpb4d308be3c352194,1110792,Maersk,"1,943",736.81,"September 7, 2025, 6:00 PM",21.26,39.2,21.28,39.19,3,2
"September 1, 2025",shpe2336412f7e4c677,2233596,Maersk,"3,660","1,465.55","September 1, 2025, 2:00 PM",26.89,49.49,21.28,39.19,3,3
"January 1, 2026",shp917c6c46a9638453,3062243,SABIC - Maersk Arabia,700,36.73,"January 10, 2026, 3:00 PM",24.59,46.86,24.71,46.68,2,1.5
"November 1, 2025",shpbbb842866246c800,1076465,SGS,"1,850",896.46,"November 18, 2025, 8:00 AM",24.72,45.57,21.53,39.16,2,2
"December 1, 2025",shpfaab573bae7967e2,5588631,WANG KANG CERAMICS,"1,600","1,070.7","December 26, 2025, 8:00 AM",24,38.27,24.55,46.82,2,2
"December 1, 2025",shp1a596726fbbcc234,2905310,WANG KANG CERAMICS,"1,800","1,443.82","December 26, 2025, 8:00 AM",24,38.27,26.5,49.97,2,3
"October 1, 2025",shp628dcd294795f8ca,8624642,Al Iman Contracting Company,"2,200","1,452.02","October 5, 2025, 9:00 AM",22.7,39.06,26.42,50.09,2,4
"September 1, 2025",shp657182274530d5aa,3366156,Maersk,750,360.81,"September 30, 2025, 11:30 PM",21.31,39.15,24.05,38.25,2,1
"September 1, 2025",shp6df1e6f9555b2d57,7902149,Maersk,750,360.81,"September 30, 2025, 11:30 PM",21.31,39.15,24.05,38.25,2,1
"December 1, 2025",shp5ced06df913dd7c9,2941743,WANG KANG CERAMICS,"1,800","1,443.82","December 25, 2025, 8:00 AM",24,38.27,26.5,49.97,2,3
"December 1, 2025",shp4f8f95b6daaa3adb,1656954,Yaqout Ceramic Co LTD,"1,800","1,443.86","December 26, 2025, 10:30 PM",23.99,38.27,26.5,49.97,2,3
"September 1, 2025",shpad874af61a8342e7,3422620,Maersk,750,360.81,"September 30, 2025, 11:30 PM",21.31,39.15,24.05,38.25,2,1
"September 1, 2025",shpd37f5495ca281850,9918055,Maersk,750,360.81,"September 30, 2025, 11:30 PM",21.31,39.15,24.05,38.25,2,1
"December 1, 2025",shp95b30a7d5c3722ae,5242774,Maersk Hub,"1,200",394.84,"December 25, 2025, 5:00 PM",22.53,39.09,22.7,39.06,3,1
"December 1, 2025",shpbb39401436254457,9400242,Maersk Hub,"1,200",394.84,"December 25, 2025, 5:00 PM",22.53,39.09,22.7,39.06,3,1
"December 1, 2025",shpcf0c340f24a81967,5808888,Maersk Hub,"1,200",394.84,"December 25, 2025, 5:00 PM",22.53,39.09,22.7,39.06,3,1
"November 1, 2025",shpda4a57c21c14d74d,9463792,NEBRAS ALKHALEEJ TRANSPORT CO,"3,100",1.52,"November 18, 2025, 4:00 PM",27.02,49.64,24.12,38.08,2,3
"December 1, 2025",shpdfdce88ae3ebce7e,8737054,Maersk Hub,"1,200",394.84,"December 25, 2025, 5:00 PM",22.53,39.09,22.7,39.06,3,1
"October 1, 2025",shp3eebe71b71cd50de,8458336,WANG KANG CERAMICS,"1,800","1,437.66","October 7, 2025, 7:00 PM",24,38.27,26.43,50.1,2,3
"January 1, 2026",shpab7b28ecc871adfc,3533300,SABIC - Maersk Arabia,"2,000","1,143.15","January 6, 2026, 10:30 PM",23.99,38.24,24.15,47.34,2,3
"October 1, 2025",shp7805f8e781c09b85,2731647,Yaqout Ceramic Co LTD,"1,800","1,437.53","October 7, 2025, 7:00 PM",23.99,38.27,26.42,50.09,2,3
"October 1, 2025",shp889b1c41c4162411,6528400,Yaqout Ceramic Co LTD,800,312.8,"October 7, 2025, 4:00 PM",23.99,38.27,21.53,39.16,2,2
"October 1, 2025",shpbd4c831adf047564,3281138,"Al Zamil Industry, Trade, and Transport","1,411.76",905.23,"October 7, 2025, 11:30 PM",24.48,46.31,21.1,39.33,2,2
"October 1, 2025",shpc814abc6dd7400be,4583764,Yaqout Ceramic Co LTD,800,312.8,"October 7, 2025, 4:00 PM",23.99,38.27,21.53,39.16,2,2
"October 1, 2025",shpf84ddc244c2ffb80,1374520,Yaqout Ceramic Co LTD,"1,800","1,439.02","October 7, 2025, 4:00 PM",23.99,38.27,26.42,50.09,2,3
"September 1, 2025",shp1ddbccbe793bad6f,5049104,"Al Zamil Industry, Trade, and Transport","1,411.76","1,002.09","September 16, 2025, 12:00 PM",21.1,39.33,25,46.56,2,3
"January 1, 2026",shpb5a8543c1bcc1a51,6119639,Maersk PLF,"2,900","1,400.43","January 9, 2026, 10:30 PM",27.01,49.59,21.48,39.17,2,3
"September 1, 2025",shp221f699d79128fcc,6537553,Maersk,"3,660","1,467.99","September 24, 2025, 3:30 PM",26.89,49.49,21.28,39.19,3,3
"November 1, 2025",shp6febeb6c104b3b8b,8783539,Binzagr Logistics Company,"2,800","1,387.68","November 19, 2025, 6:00 AM",25.93,49.95,21.44,39.34,2,3
"September 1, 2025",shp42b4e899c2aee68,4340751,Amazon,"1,431",421.73,"September 27, 2025, 11:00 AM",24.62,46.86,26.39,50.15,2,1
"December 1, 2025",shp24759be426559cd2,8488087,Maersk Hub,"1,200",394.84,"December 27, 2025, 5:00 PM",22.53,39.09,22.7,39.06,3,1
"October 1, 2025",shp842d1696ecbd6670,2592754,Maersk,"2,000","1,510.48","October 4, 2025, 11:30 PM",24.05,38.25,27.01,49.6,2,3
"December 1, 2025",shpe0a453e4483edade,9434298,Maersk Hub,"1,200",394.84,"December 27, 2025, 5:00 PM",22.53,39.09,22.7,39.06,3,1
"September 1, 2025",shpac5626d87846383,3807341,Amazon,"2,289",964.89,"September 12, 2025, 3:30 PM",21.49,39.16,24.62,46.86,2,3
"November 1, 2025",shpbd3575d565f5e279,6813888,Binzagr Logistics Company,"2,800","1,387.68","November 19, 2025, 6:00 AM",25.93,49.95,21.44,39.34,2,3
"October 1, 2025",shpeed740990ab09551,2080288,WANG KANG CERAMICS,"1,800","1,443.66","October 7, 2025, 5:00 PM",24,38.27,26.49,49.98,2,3
"November 1, 2025",shpe19edeb806cba33e,4242809,Binzagr Logistics Company,"2,800","1,387.68","November 19, 2025, 6:00 AM",25.93,49.95,21.44,39.34,2,3
"November 1, 2025",shpfbb84630ecb00f89,5500470,Binzagr Logistics Company,"2,800","1,387.68","November 19, 2025, 6:00 AM",25.93,49.95,21.44,39.34,2,3
"January 1, 2026",shpc6d0001bdb86f24c,2127580,Maersk PLF,"2,900","1,400.43","January 7, 2026, 10:30 PM",27.01,49.59,21.48,39.17,2,3
"November 1, 2025",shp5859db0bd4ae1f40,9146441,Maersk,"2,900","1,391.05","November 20, 2025, 10:30 PM",27.01,49.6,21.48,39.17,2,3
"August 1, 2025",shp36aa36e38976081c,9978613,WANG KANG CERAMICS,"1,500","1,070.7","August 9, 2025, 8:30 PM",24,38.27,24.55,46.82,2,2
"October 1, 2025",shp880b5bbb65a63629,1700242,WANG KANG CERAMICS,800,220.87,"October 7, 2025, 6:30 PM",24,38.27,24.47,39.61,2,1
"October 1, 2025",shpa4fec005d0e670b4,3822676,WANG KANG CERAMICS,"1,500",665.37,"October 7, 2025, 6:30 PM",24,38.27,27.51,41.72,2,3
"November 1, 2025",shp232fd265e48cbf27,1895911,NEBRAS ALKHALEEJ TRANSPORT CO,"3,100",1.32,"November 18, 2025, 4:30 PM",27.02,49.64,21.42,39.82,2,1
"October 1, 2025",shp25e751248a7f8a29,3551016,Maersk,"2,000","1,510.48","October 4, 2025, 11:30 PM",24.05,38.25,26.96,49.64,2,3
"November 1, 2025",shp34f2d4e8236eafe0,5287669,AJEX,"2,800","1,450.75","November 22, 2025, 8:00 AM",26.42,50.19,22.48,39.14,2,2
"November 1, 2025",shp6370684a75f58f6e,5368488,AJEX,"2,800","1,450.75","November 22, 2025, 8:00 AM",26.42,50.19,22.48,39.14,2,2
"December 1, 2025",shpc7c0581fd93822ec,1671795,Yaqout Ceramic Co LTD,"1,800","1,443.86","December 26, 2025, 10:30 PM",23.99,38.27,26.5,49.97,2,3
"October 1, 2025",shp85bb0ee345b78a23,9871143,SABIC - Maersk Arabia,"3,100","1,456.15","October 8, 2025, 2:00 PM",23.99,38.24,26.25,49.99,2,3
"October 1, 2025",shpc39f0e97393da2a5,9956941,SABIC - Maersk Arabia,"2,000","1,077.41","October 8, 2025, 2:00 PM",23.99,38.24,24.54,46.89,2,3
"October 1, 2025",shpf71edefd1543c801,3937984,SABIC - Maersk Arabia,"3,100","1,456.15","October 8, 2025, 2:00 PM",23.99,38.24,26.25,49.99,2,3
"January 1, 2026",shpf08f89c627fc6798,8024415,"Al Zamil Industry, Trade, and Transport","1,411.76","1,002.09","January 6, 2026, 8:00 AM",21.1,39.33,25,46.56,2,3
"January 1, 2026",shpf1722969524f06bb,6494397,SABIC - Maersk Arabia,"2,000","1,043.42","January 8, 2026, 3:00 PM",23.99,38.22,24.71,46.68,2,3
"November 1, 2025",shp10e5a95414be7b06,9362873,Ma'aden,875,0.1,"November 19, 2025, 10:30 PM",26.97,49.63,26.26,49.98,2,2
"November 1, 2025",shp4dfeb15ffaedd60f,5651968,Ma'aden,875,0.1,"November 19, 2025, 10:30 PM",26.97,49.63,26.26,49.98,2,2
"November 1, 2025",shp8b5d605e6d195f79,1369191,Ma'aden,875,0.1,"November 19, 2025, 10:30 PM",26.97,49.63,26.26,49.98,2,2
"November 1, 2025",shp95558272cf601643,5417009,Ma'aden,875,0.1,"November 19, 2025, 10:30 PM",26.97,49.63,26.26,49.98,2,2
"November 1, 2025",shp7401e6aa20a7a2d8,8785075,WANG KANG CERAMICS,"1,420",682.61,"November 18, 2025, 8:00 AM",24,38.27,26.21,43.48,2,1
"November 1, 2025",shpa777ae432c6ae17f,6527239,Ma'aden,875,0.1,"November 19, 2025, 10:30 PM",26.97,49.63,26.26,49.98,2,2
"November 1, 2025",shpb8ff8f6bb3d7279,7037660,Ma'aden,875,0.1,"November 19, 2025, 10:30 PM",26.97,49.63,26.26,49.98,2,2
"November 1, 2025",shp4ad96ae598ee0d7c,7000553,Energize Logistics,"2,000","1,256.12","November 17, 2025, 8:00 AM",21.1,39.34,28.38,45.96,2,2.5
"December 1, 2025",shpc85b0a73c16f9004,1360263,"Al Zamil Industry, Trade, and Transport","1,411.76",905.23,"December 25, 2025, 8:00 AM",24.48,46.31,21.1,39.33,2,2
"January 1, 2026",shp166178b8a423c6f8,6348533,Solb Steel,"2,959","1,173.09","January 10, 2026, 10:30 PM",17.3,42.35,24.72,46.16,2,3
"November 1, 2025",shp349a3c109e6668f9,9351896,AJEX,"2,800","1,450.75","November 22, 2025, 8:00 AM",26.42,50.19,22.48,39.14,2,2
"November 1, 2025",shpf5e27df3733395c7,3546764,Unilever - Maersk Arabia,"1,700",964.24,"November 22, 2025, 8:00 AM",21.48,39.17,24.62,46.86,2,2
"December 1, 2025",shpf7e8d06e8f5a10d3,1314814,"Al Zamil Industry, Trade, and Transport","1,411.76","1,002.09","December 27, 2025, 8:00 AM",21.1,39.33,25,46.56,2,3
"January 1, 2026",shp297b9cdb739723ab,8189169,Binzagr Logistics Company,"3,200","1,445.27","January 10, 2026, 10:30 PM",22.5,39.13,26.41,50.17,2,4
"January 1, 2026",shp370b4697242ebaba,5332082,Saudi Demo,100,691.25,"January 12, 2026, 10:30 PM",26.65,36.22,21.69,39.11,2,1
"November 1, 2025",shpa4ede99de96071,4495522,Saudi Paper Manufacturing SPM,"2,600","1,342.37","November 22, 2025, 11:00 AM",26.26,49.98,21.5,39.2,2,3
"December 1, 2025",shpf59d2bdd14b28334,4845479,WARAQ,"4,900","1,564.1","December 27, 2025, 12:00 PM",26.25,49.97,17.06,42.9,2,4
"November 1, 2025",shp111f92e1c324b9ae,7655213,Binzagr Logistics Company,"1,200",469.59,"November 19, 2025, 8:00 AM",25.93,49.95,24.62,46.86,2,2
"December 1, 2025",shpc37bdbb8de447230,4977453,WANG KANG CERAMICS,"1,800","1,443.82","December 26, 2025, 8:00 AM",24,38.27,26.5,49.97,2,3
"November 1, 2025",shp341162f2fa0fdc7f,1306075,Binzagr Logistics Company,"1,200",0.43,"November 19, 2025, 8:00 AM",26.26,49.99,24.62,46.86,2,2
"December 1, 2025",shpba0bbe9dc4251215,5555918,Demas United Trading Company,"2,000","1,343.03","December 27, 2025, 12:00 PM",21.44,39.21,26.42,50.08,2,2.5
"December 1, 2025",shpf5060d3cdbf75623,2515801,Demas United Trading Company,"2,000","1,343.03","December 27, 2025, 12:00 PM",21.44,39.21,26.42,50.08,2,2.5
"November 1, 2025",shp74c75c3c3a79ade5,1699388,Maersk,"2,900","1,391.05","November 18, 2025, 10:30 PM",27.01,49.6,21.48,39.17,2,3
"December 1, 2025",shpf2444b07d42c4cd4,9316949,WARAQ,"4,900","1,564.1","December 27, 2025, 12:00 PM",26.25,49.97,17.06,42.9,2,4
"January 1, 2026",shpec49f5483a262521,4169488,Binzagr Logistics Company,"3,200","1,445.27","January 10, 2026, 10:30 PM",22.5,39.13,26.41,50.17,2,4
"December 1, 2025",shp102410c4ce088754,5856954,WANG KANG CERAMICS,"1,800","1,443.82","December 29, 2025, 1:30 PM",24,38.27,26.5,49.97,2,3
"January 1, 2026",shpf6c925949273adaa,3391249,Binzagr Logistics Company,"2,850","1,047.7","January 10, 2026, 10:30 PM",22.5,39.13,24.62,46.86,2,2
"December 1, 2025",shp2339b23d821aaab6,7538852,WANG KANG CERAMICS,"1,800","1,443.82","December 29, 2025, 1:30 PM",24,38.27,26.5,49.97,2,3
"December 1, 2025",shp41415c4b826667a0,8654628,Flow Logistics,"2,800","1,399.07","December 29, 2025, 8:00 AM",26.97,49.62,21.54,39.17,2,4
"December 1, 2025",shp4601ecf4e796605a,4881208,Flow Logistics,"2,800","1,399.07","December 29, 2025, 8:00 AM",26.97,49.62,21.54,39.17,2,4
"December 1, 2025",shp68c99d982c4a60e3,2912976,WANG KANG CERAMICS,"1,800","1,443.82","December 29, 2025, 1:30 PM",24,38.27,26.5,49.97,2,3
"December 1, 2025",shp67c679dd5c3a633c,7908784,Flow Logistics,"2,800","1,399.07","December 29, 2025, 8:00 AM",26.97,49.62,21.54,39.17,2,4
"December 1, 2025",shp6c8f1bfe9e8857e2,7091016,Flow Logistics,"2,800","1,399.07","December 29, 2025, 8:00 AM",26.97,49.62,21.54,39.17,2,4
"December 1, 2025",shp79eb7b85bbaf8333,8744571,Flow Logistics,"2,800","1,399.07","December 29, 2025, 8:00 AM",26.97,49.62,21.54,39.17,2,4
"December 1, 2025",shp7da3ab4b46258734,8303081,Flow Logistics,"2,800","1,399.07","December 29, 2025, 8:00 AM",26.97,49.62,21.54,39.17,2,4
"December 1, 2025",shp8b514324fb4ff8ff,9341937,SABIC - Maersk Arabia,"2,000","1,038.17","December 29, 2025, 8:00 AM",23.99,38.26,24.71,46.68,2,3
"December 1, 2025",shp8a9fa529bc52c4d,7210904,WANG KANG CERAMICS,"1,600","1,070.7","December 28, 2025, 1:30 PM",24,38.27,24.55,46.82,2,2
"December 1, 2025",shp8d47a39921ef028e,8214615,Flow Logistics,"2,800","1,399.07","December 29, 2025, 8:00 AM",26.97,49.62,21.54,39.17,2,4
"December 1, 2025",shp8baebc6e2cc467fe,1594108,WANG KANG CERAMICS,"1,600","1,070.7","December 28, 2025, 1:30 PM",24,38.27,24.55,46.82,2,2
"December 1, 2025",shpaf7f93472e91987a,9827514,THABAT CONSTRACTION COMPANY LTD,"3,800",851.08,"December 29, 2025, 8:00 AM",24.5,39.71,24.95,46.84,2,2
"December 1, 2025",shpa056eb849dd634d9,7479844,WANG KANG CERAMICS,"1,800","1,443.82","December 29, 2025, 1:30 PM",24,38.27,26.5,49.97,2,3
